,1,2,3,4,5,6,7,8,9,10
744,0.3,0,0.2,0,4.1,0.2,0.2,0.1,0.1,0.2
745,98,85.4,135.9,119,209.2,255.3,201.4,130,295.5,76.6
746,109.9,104.9,177.6,219.1,388,287.1,141.7,68,269.3,223.4
747,376.7,329.9,729.8,811.9,734.7,1249.7,414.6,355.4,258.3,450.1
748,130.9,74.8,292,338.4,323.8,340.4,156.9,27.5,64.5,128.5
749,26.6,31.9,48.9,62.9,43.8,57.9,66.3,98.5,128.2,63
750,4.6,3,0.4,0.6,0.3,1.7,63.6,63.1,1,14.9
751,4.3,3.5,10,9.1,4.3,8.3,10,17,7.1,5.7
752,520.9,661.1,1187.2,901,1405.3,2145.1,642.5,588.4,309.9,379.9
753,0,0,0,1.5,2.1,0,0.8,9.6,0,0.3
754,0.8,1,0,3.4,3.5,1.8,77.5,112.9,67.4,24.9
755,0,0,1.9,0,0,0,1,0,4.7,0
756,1021.5,1069.1,1500.4,1783.5,2110.4,3169.5,2546.9,2407.1,1948.3,2138
757,189.8,217.6,363,268.1,347.5,629.7,226,120.9,267.5,227.5
758,54.8,32.1,81.1,99.2,219.1,420.8,33.5,61.5,1.5,5.3
759,0,0,0.1,0,0.1,0,0.9,0,0.7,0.1
760,22.4,20.4,28.2,23.6,21.7,24.1,11.8,18,31.5,34.2
761,5.8,4.4,9.9,15.7,17.5,15.5,24.1,44.9,29.6,9
762,0.1,0,0,0,0,0,0,0,0,0
763,1.1,15.3,30.8,42.9,46.1,27.6,13.3,87.1,28,17.1
764,78.1,122.2,249.8,280,404.5,425.2,76.6,229.6,225.9,106
765,4.3,5.5,7.9,6.1,10,7.3,14.3,39.3,13.2,22.2
766,229.5,249.1,387.2,299.1,511.1,446.5,260.4,314.8,235.2,391
767,110.8,159,339.1,296.7,413.9,411.6,178.9,185.7,158.6,147.7
768,4.5,5.6,47.3,21.3,29.1,22.3,62.5,23.1,15.1,15.5
769,122.4,82.8,239.1,147.2,297,214,327.5,160.5,167.1,162
770,0,0,0,0,0,0.1,0,0,0,0
771,4,8.7,7.6,1.6,7.4,26.8,10.6,5.3,0.1,7.1
772,88.6,100.1,243.2,116.3,200.9,104.8,44.8,32.1,90.5,118.4
773,4.3,2.3,1,2.9,2.5,7.3,26.8,42.7,25.9,6.1
774,60.8,59.2,52.7,169.3,106.7,176.7,59.9,73.2,54.4,55.1
775,20.9,34.9,50.9,30,75.5,103.1,132.1,79.8,79.2,138.6
776,167.7,214.5,429,584.4,641.6,776.9,214.1,174.7,219.5,79.4
777,0,0,0.3,0,0,2,0,0,0,0
778,3.4,1.5,4.1,3.1,17.5,29.4,0,0.1,0,0
779,0.7,0.6,2.3,0.3,0.3,0,8.4,0.5,2.1,8
780,191.8,186.6,315.4,221.7,483.1,506.3,260.3,485.3,473.9,373
781,0.3,0,0,0,0,0,14.3,35,37,27.1
782,3583.3,4190.1,7138.1,7021.5,8895.3,10690.1,5380.5,8432,7254.1,7284.2
783,87.2,114,154.3,191.6,302.2,307,89,134.1,146.8,198.5
784,0.5,0.4,0.7,0,8.4,3.5,0.7,1.4,4.9,11
785,32.4,38.9,51.8,62.1,25.5,75.3,92.9,59.9,26.5,85.9
786,39.8,13.9,37.6,57.8,46.3,131.1,518.8,241.7,290.4,342.8
787,12.7,3.9,8.8,25.4,5.1,10.9,41.2,32.6,61.1,18.9
788,0,0,0,0,0,0,0,0,0,0
789,109.7,106.6,347.1,227.3,325,432.4,155.7,374.7,215.5,185
790,0.6,0,0,0.9,0.1,0.1,73,30.5,76.2,6.7
791,17.2,26.1,44.7,34,40.5,52.4,32.7,104.2,67.5,68.2
792,214.6,204.7,467.5,625.8,554.6,949,588.1,669.9,461.7,519.7
793,0.1,0,0,0,0,0,0,0,0.3,0
794,249.2,323.3,535.6,514.2,532.9,728.9,285.8,562.7,201.5,314.3
795,14.1,13.4,25.4,23.9,17.3,23.4,31.4,37.7,36.9,71.5
796,12.9,27.5,36.8,46.5,46.3,84.1,241.3,186,188.6,290.4
797,0,0,0,0.1,0.1,0.9,0,0,0,0
798,0.2,0,0,0.1,0,15.5,32.2,0,0,0
799,1.3,3.6,7.8,4.6,9.8,11.5,0.6,5.2,0.2,5.2
800,64.8,74.3,123,78.7,240.2,194.7,139.1,200.7,106.5,190.9
801,10.5,1.4,2.8,1.6,2.2,4.2,3.5,24.3,15.8,17.4
802,0,0,0,0,0,0,0,0,0,0
803,12,13.9,14.5,7.4,15.4,15.1,11.9,73.3,8.2,17
804,31.6,26.8,58.4,97.5,39.9,28.8,26.4,64,5.7,59.3
805,0,0,4.1,0.9,0,0,0,0,0,0.8
806,119.2,187.6,257.9,405.2,310.9,468.7,409.6,543.4,721.5,767.2
807,408.8,472.1,1079.8,714.1,1235.2,1086.4,699.6,1039.2,1256.3,1048
808,0,0,0,0,0.3,0,0,0.7,0.5,0.6
809,445.3,630.8,1062,1126.5,1299.2,2397,1868.7,2160.9,1376.7,1847.6
810,33.7,22.4,21.8,42,66.2,50.5,92.4,82.4,40.5,15.5
811,65.6,72.7,184.2,153.7,118.6,289.5,214.5,347.1,246.9,328.5
812,37.8,43.3,81.4,67.6,54.8,71.1,100.9,102.8,233.2,189.2
813,124.9,168.3,263.2,284.5,332.4,486.7,328.8,425.6,284.4,354.6
814,21.4,38.7,38.8,19.8,70.5,92,5.2,0,0,21.8
815,0.4,0,3,0.5,3.1,13.8,0,0,3.4,0
816,52.5,79.2,150.9,164.3,198.2,329.4,301.8,339.3,194.8,277.7
817,21.7,31.9,22.2,42.1,70.7,71.3,31.5,44.4,28.8,14
818,245.1,362.6,597.1,559.1,529.3,1205.4,406.7,325.4,265.3,325.7
819,2.1,10.4,6.1,8.7,13.5,7.1,0.5,10.8,4.5,22.6
820,46.8,57.8,149.5,112.7,100,210.2,118.4,228.8,118.1,153.1
821,0,0,0,0,0,0,0,0,0,0
822,0,0,0,0,0,0,0,1.7,2.4,15.3
823,277.7,305.1,357.4,344.9,313.3,452.2,504.4,646.8,450.1,650.9
824,0,0.1,5.4,0,0,0.1,1.8,0.4,0,1.9
825,12.3,36.3,54.3,69.9,68,101.9,36.3,87,37.2,35.7
826,50.7,64.4,85.7,76.5,71.1,89,237.5,238,393.8,315.2
827,156.7,298.9,256.3,211.8,561.5,838.3,481.5,696.5,699.7,631.5
828,0.2,0.5,0.4,0.1,0,0,0.4,0.1,0,0
829,0,0,0,0.4,0.1,3.5,72,70.1,146.6,51.1
830,6.9,3.7,0.3,16.7,33,53,3.1,0,0,0
831,0,1.5,0.5,1.6,0.4,9.7,0,2.3,0,0
832,0,0,0,0,0.1,0,3.9,0,0,0.1
833,523.3,281.2,324,371.5,448.3,675.7,589,596.1,629.9,478.9
834,11.7,12.8,20,9.8,8,12.4,183.2,194.5,23,87.1
835,0.1,0,1.7,0,56.5,0,7.4,0,0,0
836,0,0,0,0,0,0,0,0,0,0
837,0,0,0,0,0,0,0.5,0.1,2.1,0.7
838,17.5,35.4,51.2,54.7,76.7,145.1,50.3,46.3,64.2,48.3
839,0,0,0,0,0,0.1,0,0,0,0
840,119.5,122.1,164.9,279.1,206.6,199.1,276.2,109.1,87.8,284
841,10.3,10.9,18.7,19.5,18.1,19.3,12.4,18.7,47.9,37.1
842,0,0,0,0,0,0,0,0,0,0
843,0,0,3.4,3.6,7.9,1.8,1,0,0,0
844,127.7,100.1,188.8,135.7,203.5,272.2,107.8,325.9,133.7,128.2
845,106.7,80.6,177.5,100.3,250.7,235.8,45.1,62.4,97.9,90.5
846,40.2,42.3,86.4,68.7,69.2,42.5,62.3,62.9,56.9,57.3
847,38.1,61.1,158.2,168.7,85.9,152.1,22.5,72.2,194,48.1
848,0,0,0,0,0,0,0,0,0,0
849,0.4,0.1,0,0.1,0.7,0,0.1,0.5,0,0
850,0,0,0,0,0,0,0,0,0,0
851,28.9,38,39.8,33.6,82.5,57.2,15.2,22.5,44.4,37.9
852,3.4,2.8,16.1,4.7,12.5,14.7,17.5,5.3,6.4,43.2
853,20.2,20.1,23.8,31.1,74.1,39.9,82.6,52.4,62.8,8.6
854,0.1,0.1,1.9,0.5,0.8,0,0.1,0,0.1,0.1
855,111.4,110.1,127.7,199.9,246.9,308,183.7,275.9,297.8,405.9
856,6.5,13.9,28.7,20.5,8.1,48.5,31.9,11,46.9,59.3
857,5.8,6.5,9,8.3,8.5,7.9,4.3,4.6,11.5,27.3
858,108.6,71.3,115.3,144.2,243.2,219.6,238.9,208.5,174.9,366.5
859,45.2,75.5,139.5,130.3,207.8,248.9,164,127.8,87.3,139.9
860,18.9,16.4,50.2,27.4,52.5,61.6,85.5,111.8,36,19.1
861,0,0,0,0,0,0,0.2,0,0,0
862,355,463.7,862,839.7,852.1,1342.1,895,924.7,544.7,749.4
863,10.7,11.4,27.2,15.6,25.9,25.6,15.2,19.9,62.3,42.1
864,92.4,113.2,229.7,218.8,269.5,245,103.3,152.5,160.2,158
865,0,0,0,0,0,0,0,0,0,0
866,74.7,79.3,151.9,250.2,310.9,206.4,76.6,143.7,263.4,100
867,0,0,11.3,1,0.1,0.1,0,0,0,24.1
868,5.7,20.4,25.7,31.4,22.6,52,189.1,174.4,0,29.2
869,12.9,5.9,35.5,12.9,33.2,16.6,21.9,33.8,94.3,57.8
870,118.4,181.2,251.7,337,431.5,497.4,871.2,1172.8,765.8,890.2
871,1.8,11.8,10.1,7.7,29.9,2.9,29.3,93.8,157.3,188.5
872,13.8,20.5,22.8,17.2,10,27,46.3,87.3,23.6,77.4
873,9.3,8.7,17.2,23.8,13.1,57.1,0,0,0,0
874,214.2,165.5,283.1,342.8,463.1,643.9,285.3,373.8,202.3,238.7
875,111,160,203.9,267.9,258.3,326.4,88.7,300.6,58.3,38
876,70.3,89.5,118.7,73.9,179.4,256.5,141.5,199.3,104.5,83.3
877,1.3,1,3.6,2.1,1.8,2.5,10.5,6.7,10.4,12.7
878,28.2,23.5,51.3,53.5,44.6,44.7,78.7,93.9,80.8,129
879,779.5,1012.8,1690.2,1881.2,2093.9,2984.8,987.1,1396.8,588.7,838.5
880,4.3,2.2,19.9,10.8,23.9,18.1,10.8,3.9,9.3,11.6
881,8.7,6.2,16.6,6.3,10.1,23.7,51.7,89.3,255,242.3
882,1770.6,1545.3,2339.3,2455.7,2921.3,2706.6,2606.5,2875.8,3347.2,3784.9
883,0,0,0,0,0.3,0,15.9,0,0,0.9
884,58.7,62.8,148.6,44,134.9,292.6,106.9,118.9,93.5,207.2
885,0,0,0,0,0,0,7.6,0,0,0
886,1.2,3.6,2.6,14.1,10,12.7,10.1,31.9,63.1,60.2
887,241.7,369.1,259.9,325.5,524.1,733.5,42.8,175.9,89.2,115.4
888,17.8,2,25.7,30.1,38.5,15.7,3.4,54,0.2,7
889,9,9.1,19,17.2,9.2,13.5,16.4,3.9,6.2,9.5
890,4157.1,5383.9,9317.3,9371.9,11096.7,14809.3,6842.9,8335.2,4186.2,5530.5
891,5.4,14.3,7.3,13.3,39.8,7.5,157.9,85.2,14.4,4.9
892,0,0,0,0,0,0,0,0.1,2.2,0.6
893,39.6,53.7,62.4,73.1,143.4,95.9,201.5,265.9,164.3,143.4
894,0,0.4,0,0.2,0.3,0,0,0,0,0
895,2.1,0.1,0,0,0.3,13.4,0,0,0,0
896,150.1,137,355.7,285,471.5,440.7,147.6,124,150.8,334.7
897,33.5,47.5,65.2,112.7,86.1,212.8,45.3,79,35.3,121.2
898,0,0,0,0,0,0,0,0,0,0
899,0.9,0.5,0.1,6.9,13.2,7.3,29.4,58.1,200.7,259.6
900,41.9,69.7,195.7,85.4,117.6,71,131.2,126.7,121.8,144.9
901,0.9,0.5,0,0.4,0,0,0,0,0,0
902,7.9,5.7,2.8,4.2,5.6,9.4,0.4,14.2,2.3,5.8
903,9.9,12.1,18.7,18.5,15.1,74.1,2.3,0,17,27.1
904,18,29.7,49.5,81.6,44.7,49.9,24.1,53.7,35.2,29.2
905,120.4,94,353.1,298.7,240.6,230.6,138.8,456.3,214.2,387.4
906,73.8,95.5,156.3,159.3,146.2,242.7,130,173.4,145.8,199.7
907,0.2,0.5,1.4,1,0.1,0.1,1.8,0.1,0,0
908,31.3,63.5,103.5,46.4,52.8,109.7,76.3,58.9,56.5,34.6
909,0,0,0,0,0,0,0,0,0,0
910,3.5,9.7,4.2,6.9,2.9,11.2,0,2.2,0,0.7
911,0.1,0,0.7,14.1,0,0,1.1,0,0,0
912,376.3,392.6,620.4,677.1,608.6,1120.8,513.4,319.4,494.5,450.9
913,0,0,0.4,0,0,0,12.9,12.6,0,4
914,205.7,207.7,349.7,444,398.7,696.4,578.7,832.3,445,558.5
915,1.8,4.7,7.7,9.7,1.1,4.6,10.6,3.2,0.7,0.4
916,0,0,0,0,0,0,0,0,0,0
917,15.5,20.1,11.4,2.5,13.3,14.3,6.1,5.3,49,8.5
918,0.7,2.2,6.2,18.6,4.5,8.4,7.8,6,10.2,19.7
919,3.7,14.6,5.4,25.1,35.3,19.2,59.2,207.9,120.4,150.2
920,193.6,271.1,564.1,500.5,451.5,474.2,234,298,347.6,339.7
921,845.7,1135.5,1818.8,1973.3,1935.1,3004.9,1107.2,1601.6,939.1,808.7
922,0.1,0,0,0.7,0,0,0,0.5,0,0
923,353.3,505.5,844.1,1017.7,1382.5,1788.5,1164.1,1002.6,825.7,734.1
924,9.3,23.4,17.7,10.4,29.3,40.7,5.2,1.4,0.3,11
925,54.3,30,46,45.7,62.8,153.7,183.9,65.8,55.2,78.9
926,26.4,21.9,27.4,21.6,73.6,95.7,136.9,82.9,114.7,97.8
927,36.6,21.8,96.1,30.6,29.5,96.1,131.7,131.1,70.5,127.9
928,18.9,22.3,21.5,34.5,57.3,23.1,23.4,18.1,92.7,37.6
929,23.1,25,32.5,26.5,61.5,79.7,100.3,46,98,62.6
930,0,0,0,0.1,0,0,0,0,0,0
931,0.1,0,0,0,0,0,0,14.2,0,0.2
932,1.9,3.2,5,3.6,1.7,3.1,4.1,3.2,1.7,2.5
933,97.1,127.4,134.9,181.4,198,248,272.1,284.4,255.4,225
934,20,36,54.6,66.6,81.3,61.4,117.5,86.6,113.4,101.8
935,93.7,102.8,165.5,199.5,263.7,230.4,617.1,569.6,357.4,524.9
936,8.9,3.6,4.3,0.6,3.6,3.6,14.1,17,16.2,61.4
937,93.1,133.4,88.7,161.3,101.2,266.3,85.9,123.8,73.1,143
938,0,0,0.1,0,0,0,0.5,0,0.2,13.1
939,5.7,4.4,2.4,19.9,8.5,24.6,14.3,0.8,8.8,7.9
940,843.6,759,1182.7,1027.6,967.1,1250.9,1436.7,1927.9,2687.8,3585.1
941,27.3,19.6,31.1,32.9,56.5,27.9,111.5,230.1,185.5,137.8
942,71.3,91.3,146.4,168.3,75.1,139.1,17.3,109.9,70,110.8
943,220,289.8,555.1,532.1,914.2,1646.7,429.4,588.9,532.5,844.1
944,70.8,87.3,143,239.7,129.7,163.7,6.5,1.6,2.4,0.4
945,481.7,633.5,1242,1011.8,1503.8,1830.6,1543.3,1556,769.6,604.1
946,5.1,0.6,7.4,2.1,7.1,2.3,86.4,104.3,49.1,42.7
947,235.9,237.1,446.7,432.3,464.9,654.2,195.4,319.9,388.5,295.4
948,6.4,15.2,21.5,14,61.5,22,27,11.6,23.3,21.3
949,1.1,1.4,1.7,1.3,8.6,3.7,12.3,5.5,16.9,10.4
950,259.5,285.6,367.9,274.1,323.7,745,448,243.8,738.3,691.8
951,79.3,136.7,272.5,252.3,518.3,461.6,97.5,182.3,125.2,93.5
952,160.2,211.1,303.1,364.4,371.9,639.4,522.5,663.1,333.2,404.9
953,65.9,69.2,76.1,124.7,67.8,104.9,44,100.1,114.2,159
954,0,0,0,0,0,0,0,0,0,0
955,13.8,24.9,45.4,23.4,39.8,24.4,19.8,55,28.8,18
956,232.3,290.5,546.7,486.6,565.5,803.5,449.9,263.1,203.5,301.3
957,2.2,8.2,5,3.9,2.9,10.3,8.4,5.4,5.5,6.4
958,6,7.7,26.9,7.3,22.2,43.7,30.7,57.3,57.3,73.4
959,1,2.4,3.6,1.7,9.1,18.2,5.5,23.4,47.1,48
960,3.2,0,2.4,2.2,4.8,0,0.8,29.1,9.6,0.5
961,0,0,0,0,0,0,0,0,0,0
962,0,0,0,0,0,0,0,0,0,0
963,9.5,5.3,5.9,10.3,11.4,4.5,7.3,2.5,6.6,7
964,0,0.1,0,0.1,0,0,0,11.3,0,0
965,7.9,10.9,8.9,8.5,4.1,26.8,50.1,25.9,0,29.3
966,43.5,44.5,92,80.5,72.9,85.7,76.8,124,154,141.1
967,3,5.9,11.7,8.9,10.1,18.7,0,0,4.4,0
968,176.8,255.9,415.4,642.5,584.2,822.1,104.7,185.7,63.4,131.7
969,7.7,18.1,24.4,11.6,39.2,49.6,0.1,0,0,0
970,0,0,0,0,0,0,0,0,0,0
971,58.3,88.4,181.7,239.6,315.3,432.4,403.2,327.9,224.6,236.7
972,97.3,117.6,194.5,240.7,209.2,292.1,249.9,338.5,151.3,185.9
973,194.3,274.5,440.9,471.7,319.4,363.6,346,548.4,85.3,134.5
974,0,3.3,0.1,0,0.9,0,0,0,0,0
975,176.1,196.8,236.7,256.4,340.3,699.9,74.5,31,34.7,74.8
976,0,0,0,0,0,0,0.3,1,0.2,0
977,0,0.7,0,0,0,0,0,0,0,0
978,2.2,0.5,7.5,0.3,0,5.4,0,3,0.1,0
979,0,0,0,0,0,0,0,0,0,0.5
980,0.2,0.9,0.2,1.5,2.9,2.6,6,1.1,4.6,1.6
981,47.5,80.9,136.1,187.7,142.2,206.3,256.7,150.7,126.6,129.3
982,9.3,13.5,1.7,13.7,32.7,43.3,21.7,11.4,0,5
983,116.7,113.9,224.2,221.9,371.6,328.3,244.9,345.2,394,452
984,1.7,9.2,35.5,13.9,3.5,4.7,6.8,0,0,0
985,3.9,6.4,9.5,2.5,19.7,11.8,29.6,38.7,30.6,83.7
986,0.3,0.3,0.5,0.7,0.4,0.5,0.3,1.7,1.1,2.5
987,2.9,1.9,18.9,4.7,3.1,2.1,35.2,11.8,7.6,26.5
988,7.5,5.7,23.1,16.5,34.1,25.7,14,37.2,30.1,18.5
989,11.5,3.5,13.3,46.3,70.1,13.9,57.1,11.8,9.7,1.7
990,0.3,0,5.3,0.3,0,0.6,45.7,1.5,0.7,0
991,17.8,18.7,23.5,21.9,19.4,22,12.9,21.9,40.3,41.3
992,6.8,0.5,3,0.2,8.3,0,23.8,0,17.9,0
993,18.3,14.9,24.1,27.6,18.8,24.6,10.7,16,33.6,28.8
994,0,0,0,0,0,0,0,0,0,0
995,1515.2,1514.1,2136.9,2063.1,2462.9,2640.3,1511.7,1483.6,1492.1,1636.4
996,1.3,1.9,0.8,0.2,0.2,0.6,1,0,0.8,5.7
997,25.6,26.9,35.2,32.7,37.3,30.4,857.7,1246.4,2739.9,2520.3
998,9.1,14.1,10.8,1.3,17.1,53.5,56.9,208.5,59.9,36.1
999,0.1,0,0,5.6,0,8.1,0,0,9.5,0
1000,67.9,66.9,102.2,95.5,92,103.1,67.8,169.2,164.9,169.3
